,img,exp_val,clus_pred,max rec,treshold,kern_size,text,clus-error,Notes,delta_bacche_abs,delta_bacche,stridex,stridey
0,count_17_148_2019_10_02_4864_1824_608.png,17,90.0,60.0,0.37,288.0,the number of berries,4.294117647058823,,73.0,-73.0,50.0,50.0
0,count_17_148_2019_10_02_4864_456_3040.png,17,64.0,60.0,0.37,288.0,the number of berries,2.764705882352941,,47.0,-47.0,50.0,50.0
0,count_17_150_2019_10_02_4864_3192_3040.png,17,64.0,60.0,0.37,288.0,the number of berries,2.764705882352941,,47.0,-47.0,50.0,50.0
0,count_17_291_2019_09_11_4864_2280_4256.png,17,30.0,60.0,0.37,288.0,the number of berries,0.7647058823529411,,13.0,-13.0,50.0,50.0
0,count_17_297_2019_09_11_4864_1824_1824.png,17,50.0,60.0,0.37,288.0,the number of berries,1.9411764705882353,,33.0,-33.0,50.0,50.0
0,count_17_309_2019_09_11_4864_00_3040.png,17,93.0,60.0,0.37,288.0,the number of berries,4.470588235294118,,76.0,-76.0,50.0,50.0
0,count_17_331_2019_09_11_4864_00_4256.png,17,89.0,60.0,0.37,288.0,the number of berries,4.235294117647059,,72.0,-72.0,50.0,50.0
0,count_17_333_2019_09_11_4864_456_1824.png,17,83.0,60.0,0.37,288.0,the number of berries,3.8823529411764706,,66.0,-66.0,50.0,50.0
0,count_17_334_2019_09_11_4864_2736_3648.png,17,111.0,60.0,0.37,288.0,the number of berries,5.529411764705882,,94.0,-94.0,50.0,50.0
0,count_18_109_2019_10_02_4864_1824_3648.png,18,79.0,60.0,0.37,288.0,the number of berries,3.388888888888889,,61.0,-61.0,50.0,50.0
0,count_18_109_2019_10_02_4864_912_1824.png,18,25.0,60.0,0.37,288.0,the number of berries,0.3888888888888889,,7.0,-7.0,50.0,50.0
0,count_18_110_2019_10_02_4864_1368_1824.png,18,97.0,60.0,0.37,288.0,the number of berries,4.388888888888889,,79.0,-79.0,50.0,50.0
0,count_18_110_2019_10_02_4864_456_608.png,18,106.0,60.0,0.37,288.0,the number of berries,4.888888888888889,,88.0,-88.0,50.0,50.0
0,count_18_111_2019_10_02_4864_00_1824.png,18,66.0,60.0,0.37,288.0,the number of berries,2.6666666666666665,,48.0,-48.0,50.0,50.0
0,count_18_111_2019_10_02_4864_1368_00.png,18,102.0,60.0,0.37,288.0,the number of berries,4.666666666666667,,84.0,-84.0,50.0,50.0
0,count_18_111_2019_10_02_4864_456_4256.png,18,103.0,60.0,0.37,288.0,the number of berries,4.722222222222222,,85.0,-85.0,50.0,50.0
0,count_18_114_2019_10_02_4864_456_2432.png,18,89.0,60.0,0.37,288.0,the number of berries,3.9444444444444446,,71.0,-71.0,50.0,50.0
0,count_18_115_2019_10_02_4864_1824_00.png,18,114.0,60.0,0.37,288.0,the number of berries,5.333333333333333,,96.0,-96.0,50.0,50.0
0,count_18_115_2019_10_02_4864_2280_608.png,18,57.0,60.0,0.37,288.0,the number of berries,2.1666666666666665,,39.0,-39.0,50.0,50.0
0,count_18_116_2019_10_02_4864_456_1216.png,18,93.0,60.0,0.37,288.0,the number of berries,4.166666666666667,,75.0,-75.0,50.0,50.0
0,count_18_116_2019_10_02_4864_456_4256.png,18,57.0,60.0,0.37,288.0,the number of berries,2.1666666666666665,,39.0,-39.0,50.0,50.0
0,count_18_118_2019_10_02_4864_00_2432.png,18,114.0,60.0,0.37,288.0,the number of berries,5.333333333333333,,96.0,-96.0,50.0,50.0
0,count_18_118_2019_10_02_4864_3192_1824.png,18,63.0,60.0,0.37,288.0,the number of berries,2.5,,45.0,-45.0,50.0,50.0
0,count_18_118_2019_10_02_4864_456_1216.png,18,160.0,60.0,0.37,288.0,the number of berries,7.888888888888889,,142.0,-142.0,50.0,50.0
0,count_18_118_2019_10_02_4864_912_3040.png,18,127.0,60.0,0.37,288.0,the number of berries,6.055555555555555,,109.0,-109.0,50.0,50.0
0,count_18_118_2019_10_02_4864_912_4256.png,18,78.0,60.0,0.37,288.0,the number of berries,3.3333333333333335,,60.0,-60.0,50.0,50.0
0,count_18_119_2019_10_02_4864_3192_1824.png,18,69.0,60.0,0.37,288.0,the number of berries,2.8333333333333335,,51.0,-51.0,50.0,50.0
0,count_18_120_2019_10_02_4864_2736_1216.png,18,32.0,60.0,0.37,288.0,the number of berries,0.7777777777777778,,14.0,-14.0,50.0,50.0
0,count_18_121_2019_10_02_4864_1368_00.png,18,106.0,60.0,0.37,288.0,the number of berries,4.888888888888889,,88.0,-88.0,50.0,50.0
0,count_18_122_2019_10_02_4864_1368_1216.png,18,75.0,60.0,0.37,288.0,the number of berries,3.1666666666666665,,57.0,-57.0,50.0,50.0
0,count_18_122_2019_10_02_4864_2280_3040.png,18,30.0,60.0,0.37,288.0,the number of berries,0.6666666666666666,,12.0,-12.0,50.0,50.0
0,count_18_122_2019_10_02_4864_2736_3040.png,18,14.0,60.0,0.37,288.0,the number of berries,0.2222222222222222,,4.0,4.0,50.0,50.0
0,count_18_122_2019_10_02_4864_456_2432.png,18,45.0,60.0,0.37,288.0,the number of berries,1.5,,27.0,-27.0,50.0,50.0
0,count_18_123_2019_10_02_4864_00_4256.png,18,52.0,60.0,0.37,288.0,the number of berries,1.8888888888888888,,34.0,-34.0,50.0,50.0
0,count_18_125_2019_10_02_4864_456_4256.png,18,40.0,60.0,0.37,288.0,the number of berries,1.2222222222222223,,22.0,-22.0,50.0,50.0
0,count_18_126_2019_10_02_4864_00_2432.png,18,61.0,60.0,0.37,288.0,the number of berries,2.388888888888889,,43.0,-43.0,50.0,50.0
0,count_18_126_2019_10_02_4864_456_1216.png,18,20.0,60.0,0.37,288.0,the number of berries,0.1111111111111111,,2.0,-2.0,50.0,50.0
0,count_18_127_2019_10_02_4864_2736_1216.png,18,189.0,60.0,0.37,288.0,the number of berries,9.5,,171.0,-171.0,50.0,50.0
0,count_18_127_2019_10_02_4864_2736_4256.png,18,23.0,60.0,0.37,288.0,the number of berries,0.2777777777777778,,5.0,-5.0,50.0,50.0
0,count_18_130_2019_10_02_4864_2280_608.png,18,28.0,60.0,0.37,288.0,the number of berries,0.5555555555555556,,10.0,-10.0,50.0,50.0
0,count_18_131_2019_10_02_4864_00_00.png,18,69.0,60.0,0.37,288.0,the number of berries,2.8333333333333335,,51.0,-51.0,50.0,50.0
0,count_18_131_2019_10_02_4864_00_2432.png,18,100.0,60.0,0.37,288.0,the number of berries,4.555555555555555,,82.0,-82.0,50.0,50.0
0,count_18_131_2019_10_02_4864_00_608.png,18,92.0,60.0,0.37,288.0,the number of berries,4.111111111111111,,74.0,-74.0,50.0,50.0
0,count_18_131_2019_10_02_4864_1824_00.png,18,50.0,60.0,0.37,288.0,the number of berries,1.7777777777777777,,32.0,-32.0,50.0,50.0
0,count_18_132_2019_10_02_4864_00_608.png,18,1.0,60.0,0.37,288.0,the number of berries,0.9444444444444444,,17.0,17.0,50.0,50.0
0,count_18_132_2019_10_02_4864_456_608.png,18,39.0,60.0,0.37,288.0,the number of berries,1.1666666666666667,,21.0,-21.0,50.0,50.0
0,count_18_135_2019_10_02_4864_3192_1824.png,18,81.0,60.0,0.37,288.0,the number of berries,3.5,,63.0,-63.0,50.0,50.0
0,count_18_137_2019_10_02_4864_2736_4256.png,18,12.0,60.0,0.37,288.0,the number of berries,0.3333333333333333,,6.0,6.0,50.0,50.0
0,count_18_140_2019_10_02_4864_2736_1216.png,18,74.0,60.0,0.37,288.0,the number of berries,3.111111111111111,,56.0,-56.0,50.0,50.0
0,count_18_140_2019_10_02_4864_3192_00.png,18,71.0,60.0,0.37,288.0,the number of berries,2.9444444444444446,,53.0,-53.0,50.0,50.0
0,count_18_141_2019_10_02_4864_2280_4256.png,18,109.0,60.0,0.37,288.0,the number of berries,5.055555555555555,,91.0,-91.0,50.0,50.0
0,count_18_143_2019_10_02_4864_1824_4256.png,18,62.0,60.0,0.37,288.0,the number of berries,2.4444444444444446,,44.0,-44.0,50.0,50.0
0,count_18_143_2019_10_02_4864_2736_00.png,18,73.0,60.0,0.37,288.0,the number of berries,3.0555555555555554,,55.0,-55.0,50.0,50.0
0,count_18_144_2019_10_02_4864_3192_1824.png,18,57.0,60.0,0.37,288.0,the number of berries,2.1666666666666665,,39.0,-39.0,50.0,50.0
0,count_18_144_2019_10_02_4864_912_3040.png,18,57.0,60.0,0.37,288.0,the number of berries,2.1666666666666665,,39.0,-39.0,50.0,50.0
0,count_18_151_2019_10_02_4864_2280_4256.png,18,44.0,60.0,0.37,288.0,the number of berries,1.4444444444444444,,26.0,-26.0,50.0,50.0
0,count_18_151_2019_10_02_4864_3192_3648.png,18,52.0,60.0,0.37,288.0,the number of berries,1.8888888888888888,,34.0,-34.0,50.0,50.0
0,count_18_151_2019_10_02_4864_456_4256.png,18,63.0,60.0,0.37,288.0,the number of berries,2.5,,45.0,-45.0,50.0,50.0
0,count_18_152_2019_10_02_4864_912_00.png,18,33.0,60.0,0.37,288.0,the number of berries,0.8333333333333334,,15.0,-15.0,50.0,50.0
0,count_18_163_2019_10_02_4864_00_00.png,18,102.0,60.0,0.37,288.0,the number of berries,4.666666666666667,,84.0,-84.0,50.0,50.0
0,count_18_163_2019_10_02_4864_456_4256.png,18,83.0,60.0,0.37,288.0,the number of berries,3.611111111111111,,65.0,-65.0,50.0,50.0
0,count_18_290_2019_09_11_4864_1824_2432.png,18,84.0,60.0,0.37,288.0,the number of berries,3.6666666666666665,,66.0,-66.0,50.0,50.0
0,count_18_305_2019_09_11_4864_456_608.png,18,32.0,60.0,0.37,288.0,the number of berries,0.7777777777777778,,14.0,-14.0,50.0,50.0
0,count_18_309_2019_09_11_4864_1824_1824.png,18,65.0,60.0,0.37,288.0,the number of berries,2.611111111111111,,47.0,-47.0,50.0,50.0
0,count_18_327_2019_09_11_4864_00_3040.png,18,97.0,60.0,0.37,288.0,the number of berries,4.388888888888889,,79.0,-79.0,50.0,50.0
0,count_19_108_2019_10_02_4864_00_2432.png,19,27.0,60.0,0.37,288.0,the number of berries,0.42105263157894735,,8.0,-8.0,50.0,50.0
0,count_19_108_2019_10_02_4864_912_00.png,19,42.0,60.0,0.37,288.0,the number of berries,1.2105263157894737,,23.0,-23.0,50.0,50.0
0,count_19_109_2019_10_02_4864_00_00.png,19,33.0,60.0,0.37,288.0,the number of berries,0.7368421052631579,,14.0,-14.0,50.0,50.0
0,count_19_109_2019_10_02_4864_1368_1824.png,19,27.0,60.0,0.37,288.0,the number of berries,0.42105263157894735,,8.0,-8.0,50.0,50.0
0,count_19_109_2019_10_02_4864_456_00.png,19,48.0,60.0,0.37,288.0,the number of berries,1.5263157894736843,,29.0,-29.0,50.0,50.0
0,count_19_110_2019_10_02_4864_00_1824.png,19,95.0,60.0,0.37,288.0,the number of berries,4.0,,76.0,-76.0,50.0,50.0
0,count_19_111_2019_10_02_4864_2280_1216.png,19,183.0,60.0,0.37,288.0,the number of berries,8.631578947368421,,164.0,-164.0,50.0,50.0
0,count_19_113_2019_10_02_4864_00_00.png,19,36.0,60.0,0.37,288.0,the number of berries,0.8947368421052632,,17.0,-17.0,50.0,50.0
0,count_19_114_2019_10_02_4864_00_3648.png,19,67.0,60.0,0.37,288.0,the number of berries,2.526315789473684,,48.0,-48.0,50.0,50.0
0,count_19_114_2019_10_02_4864_3192_1216.png,19,73.0,60.0,0.37,288.0,the number of berries,2.8421052631578947,,54.0,-54.0,50.0,50.0
0,count_19_115_2019_10_02_4864_00_608.png,19,59.0,60.0,0.37,288.0,the number of berries,2.1052631578947367,,40.0,-40.0,50.0,50.0
0,count_19_115_2019_10_02_4864_2736_1216.png,19,89.0,60.0,0.37,288.0,the number of berries,3.6842105263157894,,70.0,-70.0,50.0,50.0
0,count_19_115_2019_10_02_4864_3192_1824.png,19,51.0,60.0,0.37,288.0,the number of berries,1.6842105263157894,,32.0,-32.0,50.0,50.0
0,count_19_115_2019_10_02_4864_3192_3648.png,19,27.0,60.0,0.37,288.0,the number of berries,0.42105263157894735,,8.0,-8.0,50.0,50.0
0,count_19_116_2019_10_02_4864_1368_3040.png,19,59.0,60.0,0.37,288.0,the number of berries,2.1052631578947367,,40.0,-40.0,50.0,50.0
0,count_19_116_2019_10_02_4864_2736_00.png,19,66.0,60.0,0.37,288.0,the number of berries,2.473684210526316,,47.0,-47.0,50.0,50.0
0,count_19_116_2019_10_02_4864_912_2432.png,19,49.0,60.0,0.37,288.0,the number of berries,1.5789473684210527,,30.0,-30.0,50.0,50.0
0,count_19_119_2019_10_02_4864_2280_1216.png,19,43.0,60.0,0.37,288.0,the number of berries,1.263157894736842,,24.0,-24.0,50.0,50.0
0,count_19_119_2019_10_02_4864_2736_1216.png,19,42.0,60.0,0.37,288.0,the number of berries,1.2105263157894737,,23.0,-23.0,50.0,50.0
0,count_19_120_2019_10_02_4864_2736_4256.png,19,26.0,60.0,0.37,288.0,the number of berries,0.3684210526315789,,7.0,-7.0,50.0,50.0
0,count_19_120_2019_10_02_4864_912_3040.png,19,69.0,60.0,0.37,288.0,the number of berries,2.6315789473684212,,50.0,-50.0,50.0,50.0
0,count_19_122_2019_10_02_4864_1824_2432.png,19,39.0,60.0,0.37,288.0,the number of berries,1.0526315789473684,,20.0,-20.0,50.0,50.0
0,count_19_122_2019_10_02_4864_912_3040.png,19,48.0,60.0,0.37,288.0,the number of berries,1.5263157894736843,,29.0,-29.0,50.0,50.0
0,count_19_125_2019_10_02_4864_00_2432.png,19,50.0,60.0,0.37,288.0,the number of berries,1.631578947368421,,31.0,-31.0,50.0,50.0
0,count_19_125_2019_10_02_4864_1824_3648.png,19,93.0,60.0,0.37,288.0,the number of berries,3.8947368421052633,,74.0,-74.0,50.0,50.0
0,count_19_125_2019_10_02_4864_2736_3040.png,19,39.0,60.0,0.37,288.0,the number of berries,1.0526315789473684,,20.0,-20.0,50.0,50.0
0,count_19_125_2019_10_02_4864_3192_1824.png,19,58.0,60.0,0.37,288.0,the number of berries,2.0526315789473686,,39.0,-39.0,50.0,50.0
0,count_19_127_2019_10_02_4864_00_2432.png,19,48.0,60.0,0.37,288.0,the number of berries,1.5263157894736843,,29.0,-29.0,50.0,50.0
0,count_19_128_2019_10_02_4864_1824_00.png,19,193.0,60.0,0.37,288.0,the number of berries,9.157894736842104,,174.0,-174.0,50.0,50.0
0,count_19_128_2019_10_02_4864_456_608.png,19,29.0,60.0,0.37,288.0,the number of berries,0.5263157894736842,,10.0,-10.0,50.0,50.0
0,count_19_129_2019_10_02_4864_2280_4256.png,19,89.0,60.0,0.37,288.0,the number of berries,3.6842105263157894,,70.0,-70.0,50.0,50.0
0,count_19_129_2019_10_02_4864_2736_3040.png,19,38.0,60.0,0.37,288.0,the number of berries,1.0,,19.0,-19.0,50.0,50.0
0,count_19_129_2019_10_02_4864_456_4256.png,19,46.0,60.0,0.37,288.0,the number of berries,1.4210526315789473,,27.0,-27.0,50.0,50.0
0,count_19_130_2019_10_02_4864_1368_3040.png,19,114.0,60.0,0.37,288.0,the number of berries,5.0,,95.0,-95.0,50.0,50.0
0,count_19_130_2019_10_02_4864_456_1216.png,19,40.0,60.0,0.37,288.0,the number of berries,1.105263157894737,,21.0,-21.0,50.0,50.0
0,count_19_132_2019_10_02_4864_456_2432.png,19,41.0,60.0,0.37,288.0,the number of berries,1.1578947368421053,,22.0,-22.0,50.0,50.0
0,count_19_133_2019_10_02_4864_912_3040.png,19,45.0,60.0,0.37,288.0,the number of berries,1.368421052631579,,26.0,-26.0,50.0,50.0
0,count_19_136_2019_10_02_4864_1824_608.png,19,51.0,60.0,0.37,288.0,the number of berries,1.6842105263157894,,32.0,-32.0,50.0,50.0
0,count_19_137_2019_10_02_4864_3192_1216.png,19,50.0,60.0,0.37,288.0,the number of berries,1.631578947368421,,31.0,-31.0,50.0,50.0
0,count_19_138_2019_10_02_4864_1824_00.png,19,44.0,60.0,0.37,288.0,the number of berries,1.3157894736842106,,25.0,-25.0,50.0,50.0
0,count_19_139_2019_10_02_4864_00_1824.png,19,72.0,60.0,0.37,288.0,the number of berries,2.789473684210526,,53.0,-53.0,50.0,50.0
0,count_19_140_2019_10_02_4864_00_00.png,19,53.0,60.0,0.37,288.0,the number of berries,1.7894736842105263,,34.0,-34.0,50.0,50.0
0,count_19_141_2019_10_02_4864_2736_4256.png,19,82.0,60.0,0.37,288.0,the number of berries,3.3157894736842106,,63.0,-63.0,50.0,50.0
0,count_19_141_2019_10_02_4864_3192_1824.png,19,141.0,60.0,0.37,288.0,the number of berries,6.421052631578948,,122.0,-122.0,50.0,50.0
0,count_19_142_2019_10_02_4864_00_00.png,19,32.0,60.0,0.37,288.0,the number of berries,0.6842105263157895,,13.0,-13.0,50.0,50.0
0,count_19_146_2019_10_02_4864_3192_3040.png,19,63.0,60.0,0.37,288.0,the number of berries,2.3157894736842106,,44.0,-44.0,50.0,50.0
0,count_19_147_2019_10_02_4864_00_2432.png,19,95.0,60.0,0.37,288.0,the number of berries,4.0,,76.0,-76.0,50.0,50.0
0,count_19_147_2019_10_02_4864_1368_1216.png,19,26.0,60.0,0.37,288.0,the number of berries,0.3684210526315789,,7.0,-7.0,50.0,50.0
0,count_19_147_2019_10_02_4864_3192_00.png,19,34.0,60.0,0.37,288.0,the number of berries,0.7894736842105263,,15.0,-15.0,50.0,50.0
0,count_19_147_2019_10_02_4864_456_1216.png,19,38.0,60.0,0.37,288.0,the number of berries,1.0,,19.0,-19.0,50.0,50.0
0,count_19_148_2019_10_02_4864_1824_00.png,19,89.0,60.0,0.37,288.0,the number of berries,3.6842105263157894,,70.0,-70.0,50.0,50.0
0,count_19_148_2019_10_02_4864_456_4256.png,19,49.0,60.0,0.37,288.0,the number of berries,1.5789473684210527,,30.0,-30.0,50.0,50.0
0,count_19_149_2019_10_02_4864_00_608.png,19,48.0,60.0,0.37,288.0,the number of berries,1.5263157894736843,,29.0,-29.0,50.0,50.0
0,count_19_153_2019_10_02_4864_1824_00.png,19,111.0,60.0,0.37,288.0,the number of berries,4.842105263157895,,92.0,-92.0,50.0,50.0
0,count_19_154_2019_10_02_4864_1368_00.png,19,22.0,60.0,0.37,288.0,the number of berries,0.15789473684210525,,3.0,-3.0,50.0,50.0
0,count_19_165_2019_10_02_4864_1368_00.png,19,64.0,60.0,0.37,288.0,the number of berries,2.3684210526315788,,45.0,-45.0,50.0,50.0
0,count_19_165_2019_10_02_4864_1824_00.png,19,67.0,60.0,0.37,288.0,the number of berries,2.526315789473684,,48.0,-48.0,50.0,50.0
0,count_19_165_2019_10_02_4864_3192_00.png,19,105.0,60.0,0.37,288.0,the number of berries,4.526315789473684,,86.0,-86.0,50.0,50.0
0,count_19_287_2019_09_11_4864_00_1216.png,19,33.0,60.0,0.37,288.0,the number of berries,0.7368421052631579,,14.0,-14.0,50.0,50.0
0,count_19_290_2019_09_11_4864_912_1216.png,19,99.0,60.0,0.37,288.0,the number of berries,4.2105263157894735,,80.0,-80.0,50.0,50.0
0,count_19_291_2019_09_11_4864_456_1216.png,19,101.0,60.0,0.37,288.0,the number of berries,4.315789473684211,,82.0,-82.0,50.0,50.0
0,count_19_300_2019_09_11_4864_1824_3648.png,19,53.0,60.0,0.37,288.0,the number of berries,1.7894736842105263,,34.0,-34.0,50.0,50.0
0,count_19_303_2019_09_11_4864_00_1824.png,19,80.0,60.0,0.37,288.0,the number of berries,3.210526315789474,,61.0,-61.0,50.0,50.0
0,count_19_305_2019_09_11_4864_1824_4256.png,19,17.0,60.0,0.37,288.0,the number of berries,0.10526315789473684,,2.0,2.0,50.0,50.0
0,count_19_319_2019_09_11_4864_2736_2432.png,19,32.0,60.0,0.37,288.0,the number of berries,0.6842105263157895,,13.0,-13.0,50.0,50.0
0,count_1_109_2019_10_02_4864_3192_1216.png,1,35.0,60.0,0.37,288.0,the number of berries,34.0,,34.0,-34.0,50.0,50.0
0,count_1_120_2019_10_02_4864_456_608.png,1,54.0,60.0,0.37,288.0,the number of berries,53.0,,53.0,-53.0,50.0,50.0
0,count_1_229_2019_10_18_4864_912_1216.png,1,27.0,60.0,0.37,288.0,the number of berries,26.0,,26.0,-26.0,50.0,50.0
0,count_20_108_2019_10_02_4864_00_00.png,20,39.0,60.0,0.37,288.0,the number of berries,0.95,,19.0,-19.0,50.0,50.0
0,count_20_109_2019_10_02_4864_1824_4256.png,20,78.0,60.0,0.37,288.0,the number of berries,2.9,,58.0,-58.0,50.0,50.0
0,count_20_111_2019_10_02_4864_00_2432.png,20,87.0,60.0,0.37,288.0,the number of berries,3.35,,67.0,-67.0,50.0,50.0
0,count_20_111_2019_10_02_4864_2736_1216.png,20,60.0,60.0,0.37,288.0,the number of berries,2.0,,40.0,-40.0,50.0,50.0
0,count_20_112_2019_10_02_4864_1824_1824.png,20,97.0,60.0,0.37,288.0,the number of berries,3.85,,77.0,-77.0,50.0,50.0
0,count_20_115_2019_10_02_4864_2280_4256.png,20,31.0,60.0,0.37,288.0,the number of berries,0.55,,11.0,-11.0,50.0,50.0
0,count_20_118_2019_10_02_4864_1368_3648.png,20,112.0,60.0,0.37,288.0,the number of berries,4.6,,92.0,-92.0,50.0,50.0
0,count_20_119_2019_10_02_4864_00_4256.png,20,16.0,60.0,0.37,288.0,the number of berries,0.2,,4.0,4.0,50.0,50.0
0,count_20_119_2019_10_02_4864_1368_00.png,20,33.0,60.0,0.37,288.0,the number of berries,0.65,,13.0,-13.0,50.0,50.0
0,count_20_119_2019_10_02_4864_456_2432.png,20,172.0,60.0,0.37,288.0,the number of berries,7.6,,152.0,-152.0,50.0,50.0
0,count_20_119_2019_10_02_4864_912_2432.png,20,82.0,60.0,0.37,288.0,the number of berries,3.1,,62.0,-62.0,50.0,50.0
0,count_20_120_2019_10_02_4864_2280_2432.png,20,40.0,60.0,0.37,288.0,the number of berries,1.0,,20.0,-20.0,50.0,50.0
0,count_20_120_2019_10_02_4864_3192_3040.png,20,25.0,60.0,0.37,288.0,the number of berries,0.25,,5.0,-5.0,50.0,50.0
0,count_20_121_2019_10_02_4864_1824_00.png,20,57.0,60.0,0.37,288.0,the number of berries,1.85,,37.0,-37.0,50.0,50.0
0,count_20_122_2019_10_02_4864_00_3648.png,20,59.0,60.0,0.37,288.0,the number of berries,1.95,,39.0,-39.0,50.0,50.0
0,count_20_122_2019_10_02_4864_00_4256.png,20,44.0,60.0,0.37,288.0,the number of berries,1.2,,24.0,-24.0,50.0,50.0
0,count_20_122_2019_10_02_4864_1824_00.png,20,79.0,60.0,0.37,288.0,the number of berries,2.95,,59.0,-59.0,50.0,50.0
0,count_20_123_2019_10_02_4864_2280_2432.png,20,31.0,60.0,0.37,288.0,the number of berries,0.55,,11.0,-11.0,50.0,50.0
0,count_20_123_2019_10_02_4864_2736_2432.png,20,56.0,60.0,0.37,288.0,the number of berries,1.8,,36.0,-36.0,50.0,50.0
0,count_20_123_2019_10_02_4864_912_1216.png,20,75.0,60.0,0.37,288.0,the number of berries,2.75,,55.0,-55.0,50.0,50.0
0,count_20_125_2019_10_02_4864_00_3648.png,20,38.0,60.0,0.37,288.0,the number of berries,0.9,,18.0,-18.0,50.0,50.0
0,count_20_126_2019_10_02_4864_1824_00.png,20,97.0,60.0,0.37,288.0,the number of berries,3.85,,77.0,-77.0,50.0,50.0
0,count_20_127_2019_10_02_4864_2280_3040.png,20,80.0,60.0,0.37,288.0,the number of berries,3.0,,60.0,-60.0,50.0,50.0
0,count_20_127_2019_10_02_4864_456_2432.png,20,117.0,60.0,0.37,288.0,the number of berries,4.85,,97.0,-97.0,50.0,50.0
0,count_20_128_2019_10_02_4864_1368_00.png,20,119.0,60.0,0.37,288.0,the number of berries,4.95,,99.0,-99.0,50.0,50.0
0,count_20_129_2019_10_02_4864_1824_4256.png,20,65.0,60.0,0.37,288.0,the number of berries,2.25,,45.0,-45.0,50.0,50.0
0,count_20_130_2019_10_02_4864_00_2432.png,20,67.0,60.0,0.37,288.0,the number of berries,2.35,,47.0,-47.0,50.0,50.0
0,count_20_130_2019_10_02_4864_1824_00.png,20,16.0,60.0,0.37,288.0,the number of berries,0.2,,4.0,4.0,50.0,50.0
0,count_20_130_2019_10_02_4864_1824_4256.png,20,146.0,60.0,0.37,288.0,the number of berries,6.3,,126.0,-126.0,50.0,50.0
0,count_20_136_2019_10_02_4864_1368_00.png,20,28.0,60.0,0.37,288.0,the number of berries,0.4,,8.0,-8.0,50.0,50.0
0,count_20_136_2019_10_02_4864_3192_1216.png,20,81.0,60.0,0.37,288.0,the number of berries,3.05,,61.0,-61.0,50.0,50.0
0,count_20_136_2019_10_02_4864_3192_3040.png,20,39.0,60.0,0.37,288.0,the number of berries,0.95,,19.0,-19.0,50.0,50.0
0,count_20_137_2019_10_02_4864_2280_4256.png,20,24.0,60.0,0.37,288.0,the number of berries,0.2,,4.0,-4.0,50.0,50.0
0,count_20_138_2019_10_02_4864_912_00.png,20,111.0,60.0,0.37,288.0,the number of berries,4.55,,91.0,-91.0,50.0,50.0
0,count_20_139_2019_10_02_4864_1368_00.png,20,18.0,60.0,0.37,288.0,the number of berries,0.1,,2.0,2.0,50.0,50.0
0,count_20_139_2019_10_02_4864_456_4256.png,20,77.0,60.0,0.37,288.0,the number of berries,2.85,,57.0,-57.0,50.0,50.0
0,count_20_140_2019_10_02_4864_1824_608.png,20,63.0,60.0,0.37,288.0,the number of berries,2.15,,43.0,-43.0,50.0,50.0
0,count_20_141_2019_10_02_4864_3192_1216.png,20,87.0,60.0,0.37,288.0,the number of berries,3.35,,67.0,-67.0,50.0,50.0
0,count_20_143_2019_10_02_4864_3192_3040.png,20,47.0,60.0,0.37,288.0,the number of berries,1.35,,27.0,-27.0,50.0,50.0
0,count_20_144_2019_10_02_4864_456_608.png,20,39.0,60.0,0.37,288.0,the number of berries,0.95,,19.0,-19.0,50.0,50.0
0,count_20_146_2019_10_02_4864_3192_3648.png,20,36.0,60.0,0.37,288.0,the number of berries,0.8,,16.0,-16.0,50.0,50.0
0,count_20_147_2019_10_02_4864_1824_608.png,20,81.0,60.0,0.37,288.0,the number of berries,3.05,,61.0,-61.0,50.0,50.0
0,count_20_147_2019_10_02_4864_2280_1216.png,20,58.0,60.0,0.37,288.0,the number of berries,1.9,,38.0,-38.0,50.0,50.0
0,count_20_147_2019_10_02_4864_2280_4256.png,20,30.0,60.0,0.37,288.0,the number of berries,0.5,,10.0,-10.0,50.0,50.0
0,count_20_147_2019_10_02_4864_3192_3648.png,20,32.0,60.0,0.37,288.0,the number of berries,0.6,,12.0,-12.0,50.0,50.0
0,count_20_147_2019_10_02_4864_456_608.png,20,19.0,60.0,0.37,288.0,the number of berries,0.05,,1.0,1.0,50.0,50.0
0,count_20_148_2019_10_02_4864_3192_1216.png,20,74.0,60.0,0.37,288.0,the number of berries,2.7,,54.0,-54.0,50.0,50.0
0,count_20_152_2019_10_02_4864_00_3648.png,20,25.0,60.0,0.37,288.0,the number of berries,0.25,,5.0,-5.0,50.0,50.0
0,count_20_152_2019_10_02_4864_1368_00.png,20,78.0,60.0,0.37,288.0,the number of berries,2.9,,58.0,-58.0,50.0,50.0
0,count_20_153_2019_10_02_4864_3192_1824.png,20,17.0,60.0,0.37,288.0,the number of berries,0.15,,3.0,3.0,50.0,50.0
0,count_20_162_2019_10_02_4864_912_00.png,20,27.0,60.0,0.37,288.0,the number of berries,0.35,,7.0,-7.0,50.0,50.0
0,count_20_165_2019_10_02_4864_00_00.png,20,74.0,60.0,0.37,288.0,the number of berries,2.7,,54.0,-54.0,50.0,50.0
0,count_20_302_2019_09_11_4864_2280_4256.png,20,69.0,60.0,0.37,288.0,the number of berries,2.45,,49.0,-49.0,50.0,50.0
0,count_20_308_2019_09_11_4864_3192_4256.png,20,46.0,60.0,0.37,288.0,the number of berries,1.3,,26.0,-26.0,50.0,50.0
